playlist_id,playlist_name,playlist_img,playlist_owner_name,playlist_owner_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,analysis_url,time_signature,added_at,is_local,primary_color,added_by.href,added_by.id,added_by.type,added_by.uri,added_by.external_urls.spotify,track.artists,track.available_markets,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.artists,track.album.available_markets,track.album.href,track.album.id,track.album.images,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.511,0.532,5,-5.745,1,0.0578,0.177,0,0.291,0.35,138.005,1kuGVB7EU95pJObxwvfwKS,https://api.spotify.com/v1/audio-analysis/1kuGVB7EU95pJObxwvfwKS,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,219724,FALSE,TRUE,https://api.spotify.com/v1/tracks/1kuGVB7EU95pJObxwvfwKS,FALSE,vampire,95,NA,TRUE,3,track,spotify:track:1kuGVB7EU95pJObxwvfwKS,album,,,https://api.spotify.com/v1/albums/1xJHno7SmdVtZAtXbdbDZp,1xJHno7SmdVtZAtXbdbDZp,,GUTS,2023-09-08,day,12,album,spotify:album:1xJHno7SmdVtZAtXbdbDZp,https://open.spotify.com/album/1xJHno7SmdVtZAtXbdbDZp,USUG12304091,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS,NA,F,major,F major
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.645,0.729,2,-4.56,1,0.0528,0.0377,0,0.384,0.142,146.01,1yeB8MUNeLo9Ek1UEpsyz6,https://api.spotify.com/v1/audio-analysis/1yeB8MUNeLo9Ek1UEpsyz6,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,319191,FALSE,TRUE,https://api.spotify.com/v1/tracks/1yeB8MUNeLo9Ek1UEpsyz6,FALSE,Rich Baby Daddy (feat. Sexyy Red & SZA),91,NA,TRUE,20,track,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,album,,,https://api.spotify.com/v1/albums/4czdORdCWP9umpbhFXK2fW,4czdORdCWP9umpbhFXK2fW,,For All The Dogs,2023-10-06,day,23,album,spotify:album:4czdORdCWP9umpbhFXK2fW,https://open.spotify.com/album/4czdORdCWP9umpbhFXK2fW,USUG12306085,https://open.spotify.com/track/1yeB8MUNeLo9Ek1UEpsyz6,NA,D,major,D major
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.673,0.722,3,-3.495,0,0.0755,0.0856,0,0.137,0.519,117.187,5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,200255,FALSE,FALSE,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,FALSE,Water,96,https://p.scdn.co/mp3-preview/92479d43666b31ca72b7e2a4fad74568f98ee41e?cid=11316700cb0f41c1a913f701926e9b1d,TRUE,1,track,spotify:track:5aIVCx5tnk0ntmdiinnYvw,single,,,https://api.spotify.com/v1/albums/22sXXkKgjEuawIFL1e1tRw,22sXXkKgjEuawIFL1e1tRw,,Water,2023-07-28,day,1,album,spotify:album:22sXXkKgjEuawIFL1e1tRw,https://open.spotify.com/album/22sXXkKgjEuawIFL1e1tRw,USSM12305126,https://open.spotify.com/track/5aIVCx5tnk0ntmdiinnYvw,NA,D#,minor,D# minor
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,204280,FALSE,FALSE,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,FALSE,Riptide,84,https://p.scdn.co/mp3-preview/74698d907d114f4ba0b2c129bbf260724be80b64?cid=11316700cb0f41c1a913f701926e9b1d,TRUE,4,track,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,album,,,https://api.spotify.com/v1/albums/5S9b8euumqMhQbMk0zzQdH,5S9b8euumqMhQbMk0zzQdH,,Dream Your Life Away (Special Edition),2014-09-09,day,15,album,spotify:album:5S9b8euumqMhQbMk0zzQdH,https://open.spotify.com/album/5S9b8euumqMhQbMk0zzQdH,AULI01385760,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,NA,C#,major,C# major
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.916,0.583,1,-8.067,1,0.241,0.186,0,0.0798,0.661,141.095,2FDTHlrBguDzQkp7PVj16Q,https://api.spotify.com/v1/audio-analysis/2FDTHlrBguDzQkp7PVj16Q,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,229133,FALSE,TRUE,https://api.spotify.com/v1/tracks/2FDTHlrBguDzQkp7PVj16Q,FALSE,Sprinter,90,NA,TRUE,1,track,spotify:track:2FDTHlrBguDzQkp7PVj16Q,single,,,https://api.spotify.com/v1/albums/5l0QlaI3wdZpE7ggoO5Rwg,5l0QlaI3wdZpE7ggoO5Rwg,,Sprinter,2023-06-01,day,1,album,spotify:album:5l0QlaI3wdZpE7ggoO5Rwg,https://open.spotify.com/album/5l0QlaI3wdZpE7ggoO5Rwg,GBUM72305159,https://open.spotify.com/track/2FDTHlrBguDzQkp7PVj16Q,NA,C#,major,C# major
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,222973,FALSE,FALSE,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,FALSE,Mr. Brightside,90,NA,TRUE,2,track,spotify:track:003vvx7Niy0yvhvHt4a68B,album,,,https://api.spotify.com/v1/albums/4piJq7R3gjUOxnYs6lDCTg,4piJq7R3gjUOxnYs6lDCTg,,Hot Fuss,2004,year,12,album,spotify:album:4piJq7R3gjUOxnYs6lDCTg,https://open.spotify.com/album/4piJq7R3gjUOxnYs6lDCTg,USIR20400274,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,NA,C#,major,C# major
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.624,0.74,2,-8.445,1,0.0481,0.00529,2.24e-4,0.5,0.246,172.089,52eIcoLUM25zbQupAZYoFh,https://api.spotify.com/v1/audio-analysis/52eIcoLUM25zbQupAZYoFh,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,270697,FALSE,TRUE,https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh,FALSE,redrum,77,https://p.scdn.co/mp3-preview/2b8a27eaa7c7abde2f487bcf373e0da7fdd318df?cid=11316700cb0f41c1a913f701926e9b1d,TRUE,3,track,spotify:track:52eIcoLUM25zbQupAZYoFh,album,,,https://api.spotify.com/v1/albums/2RRYaYHY7fIIdvFlvgb5vq,2RRYaYHY7fIIdvFlvgb5vq,,american dream,2024-01-12,day,15,album,spotify:album:2RRYaYHY7fIIdvFlvgb5vq,https://open.spotify.com/album/2RRYaYHY7fIIdvFlvgb5vq,USSM12309164,https://open.spotify.com/track/52eIcoLUM25zbQupAZYoFh,NA,D,major,D major
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.864,0.556,2,-7.683,0,0.194,0.255,3.85e-6,0.112,0.726,99.974,56y1jOTK0XSvJzVv9vHQBK,https://api.spotify.com/v1/audio-analysis/56y1jOTK0XSvJzVv9vHQBK,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,230480,FALSE,TRUE,https://api.spotify.com/v1/tracks/56y1jOTK0XSvJzVv9vHQBK,FALSE,Paint The Town Red,89,https://p.scdn.co/mp3-preview/f544992f165d4bd069f4d903ff946dc625ba0b8e?cid=11316700cb0f41c1a913f701926e9b1d,TRUE,1,track,spotify:track:56y1jOTK0XSvJzVv9vHQBK,album,,,https://api.spotify.com/v1/albums/1bBez9PNvkJPW08bU7NYta,1bBez9PNvkJPW08bU7NYta,,Scarlet,2023-09-20,day,15,album,spotify:album:1bBez9PNvkJPW08bU7NYta,https://open.spotify.com/album/1bBez9PNvkJPW08bU7NYta,USRC12300907,https://open.spotify.com/track/56y1jOTK0XSvJzVv9vHQBK,NA,D,minor,D minor
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,259333,FALSE,FALSE,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,FALSE,Unwritten,84,https://p.scdn.co/mp3-preview/5559460cc3e2c5aa1eeea1c16cf838cecde326d8?cid=11316700cb0f41c1a913f701926e9b1d,TRUE,4,track,spotify:track:3U5JVgI2x4rDyHGObzJfNf,album,,,https://api.spotify.com/v1/albums/3PEzTAuPW5IjLJ58FzwQeL,3PEzTAuPW5IjLJ58FzwQeL,,Unwritten,2004-08-30,day,14,album,spotify:album:3PEzTAuPW5IjLJ58FzwQeL,https://open.spotify.com/album/3PEzTAuPW5IjLJ58FzwQeL,GBARL0400707,https://open.spotify.com/track/3U5JVgI2x4rDyHGObzJfNf,NA,F,major,F major
37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,https://charts-images.scdn.co/assets/locale_en/regional/daily/region_gb_large.jpg,Spotify,spotify,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,4,2024-01-14T09:11:15Z,FALSE,NA,https://api.spotify.com/v1/users/,,user,spotify:user:,https://open.spotify.com/user/,,,1,137773,FALSE,FALSE,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,FALSE,My Love Mine All Mine,98,https://p.scdn.co/mp3-preview/2f90c9a6a2b6e38554d3bc3cf7512c2c70ac67b9?cid=11316700cb0f41c1a913f701926e9b1d,TRUE,7,track,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,album,,,https://api.spotify.com/v1/albums/2Cn1d2KgbkAqbZCJ1RzdkA,2Cn1d2KgbkAqbZCJ1RzdkA,,The Land Is Inhospitable and So Are We,2023-09-15,day,11,album,spotify:album:2Cn1d2KgbkAqbZCJ1RzdkA,https://open.spotify.com/album/2Cn1d2KgbkAqbZCJ1RzdkA,USJ5G2335007,https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3,NA,A,major,A major
